judul,genre,year
Haywire,Action|Thriller,2011
Contact High,Comedy,2009
"Whistleblower, The",Drama|Thriller,2010
Einstein and Eddington,Drama,2008
Apollo 18,Horror|Sci-Fi|Thriller,2011
Seeking Justice,Action|Drama|Thriller,2011
Red Tails,Action|Adventure|Drama|War,2012
"Flowers of War, The (Jin líng shí san chai)",Drama|War,2011
Intouchables,Comedy|Drama,2011
One for the Money,Action|Comedy|Crime,2012
"Innkeepers, The",Horror|Thriller,2011
Puss in Boots (Nagagutsu o haita neko),Adventure|Animation|Children|Comedy|Fantasy|Romance,1969
Grave Encounters,Horror,2011
Chronicle,Action|Sci-Fi|Thriller,2012
"Woman in Black, The",Drama|Horror|Thriller,2012
Woman in Love (Rubbeldiekatz),Comedy,2011
"Art of Getting By, The",Drama|Romance,2011
All Watched Over by Machines of Loving Grace,Documentary,2011
Dylan Moran: Monster,Comedy|Documentary,2004
Safe House,Action|Crime|Mystery|Thriller,2012
"Vow, The",Drama|Romance,2012
Louis C.K.: Live at the Beacon Theater,Comedy,2011
Pitfall (Otoshiana),Crime|Drama|Fantasy,1962
Monsieur Lazhar,Children|Comedy|Drama,2011
"For a Good Time, Call...",Comedy|Drama|Romance,2012
Janie Jones,Drama|Musical,2010
Journey 2: The Mysterious Island,Action|Adventure|Comedy|Sci-Fi|IMAX,2012
Perfect Sense,Drama|Romance|Sci-Fi,2011
Rollo and the Woods Sprite (Rölli ja metsänhenki),Children|Fantasy,2001
"Atomic Brain, The",Horror|Sci-Fi,1963
Ghost Rider: Spirit of Vengeance,Action|Fantasy|Thriller,2012
Prayers for Bobby,Drama,2009
"Very Potter Musical, A",Comedy|Musical,2009
"Very Potter Sequel, A",Comedy|Musical,2010
Miss Nobody,Comedy|Crime,2010
"Civil War, The",Documentary|War,1990
Ro.Go.Pa.G.,Comedy|Drama,1963
"Women on the 6th Floor, The (Les Femmes du 6ème Étage)",Comedy,2010
Mega Shark vs. Crocosaurus,Action|Adventure|Horror,2010
Red Hill,Crime|Thriller|Western,2010
Mickey's The Prince and the Pauper,Animation|Children,1990
Gone,Drama|Thriller,2012
Dr. Seuss' The Lorax,Animation|Fantasy|Musical|IMAX,2012
"Big Year, The",Comedy,2011
Act of Valor,Action|Thriller|War,2012
Trailer Park Boys,Comedy|Crime,1999
This Means War,Action|Comedy|Romance,2012
John Carter,Action|Adventure|Sci-Fi|IMAX,2012
Goon,Comedy|Drama,2011
"Ledge, The",Drama|Thriller,2011
21 Jump Street,Action|Comedy|Crime,2012
"Jeff, Who Lives at Home",Comedy|Drama,2012
Lockout,Action|Sci-Fi|Thriller,2012
"Snowtown (Snowtown Murders, The)",Crime|Drama|Thriller,2011
Space Battleship Yamato,Action|Adventure|Drama,2010
Jiro Dreams of Sushi,Documentary,2011
Damsels in Distress,Comedy|Romance,2011
Salmon Fishing in the Yemen,Comedy|Drama|Romance,2011
Wrath of the Titans,Action|Adventure|Fantasy|IMAX,2012
Detachment,Drama,2011
Iron Sky,Action|Comedy|Sci-Fi,2012
Absentia,Horror,2011
American Reunion (American Pie 4),Comedy,2012
The Raid: Redemption,Action|Crime,2011
"Cabin in the Woods, The",Comedy|Horror|Sci-Fi|Thriller,2012
God Bless America,Comedy|Drama,2011
"Three Stooges, The",Comedy,2012
"Raven, The",Mystery|Thriller,2012
North & South,Drama|Romance,2004
"Big Bang, The",Action|Thriller,2011
Mirror Mirror,Adventure|Comedy|Fantasy,2012
Battleship,Action|Sci-Fi|Thriller|IMAX,2012
"Best Exotic Marigold Hotel, The",Comedy|Drama,2011
Comic-Con Episode IV: A Fan's Hope,Documentary,2011
Hysteria,Comedy|Romance,2011
Dante's Inferno: An Animated Epic,Action|Animation|Fantasy,2010
"Atomic Submarine, The",Sci-Fi|Thriller,1959
"Five-Year Engagement, The",Comedy|Romance,2012
Think Like a Man,Comedy,2012
"Lucky One, The",Drama,2012
Dark Shadows,Comedy|Horror|IMAX,2012
96 Minutes,Drama|Thriller,2011
"Decoy Bride, The",Comedy|Romance,2011
Rocket Singh: Salesman of the Year,Comedy|Drama,2009
"Dictator, The",Comedy,2012
Walking with Monsters,Documentary,2005
Men in Black III (M.III.B.) (M.I.B.³),Action|Comedy|Sci-Fi|IMAX,2012
Snow White and the Huntsman,Action|Adventure|Drama,2012
Sound of My Voice,Drama|Mystery|Sci-Fi,2011
Eva,Drama|Fantasy|Sci-Fi,2011
"Pirates! Band of Misfits, The",Adventure|Animation|Children|Comedy,2012
Prometheus,Action|Horror|Sci-Fi|IMAX,2012
"Pact, The",Horror|Mystery|Thriller,2012
Inhale,Drama|Thriller,2010
Take This Waltz,Drama|Romance,2011
Wanderlust,Comedy,2012
Moonrise Kingdom,Comedy|Drama|Romance,2012
Get the Gringo,Action|Crime|Drama|Thriller,2012
Superman/Doomsday,Action|Animation,2007
"Thousand Words, A",Comedy|Drama,2012
Safety Not Guaranteed,Comedy|Drama,2012
Madagascar 3: Europe's Most Wanted,Adventure|Animation|Children|Comedy|IMAX,2012
Your Sister's Sister,Comedy|Drama,2011
Dragon Ball: The Curse Of The Blood Rubies (Doragon bôru: Shenron no densetsu),Action|Adventure|Animation|Children,1986
Dragon Ball: Sleeping Princess in Devil's Castle (Doragon bôru: Majinjô no nemuri hime),Action|Adventure|Animation|Children,1987
Superman/Batman: Public Enemies,Action|Animation|Fantasy,2009
Dragon Ball: Mystical Adventure (Doragon bôru: Makafushigi dai bôken),Action|Adventure|Animation|Children,1988
Dragon Ball Z the Movie: The World's Strongest (a.k.a. Dragon Ball Z: The Strongest Guy in The World) (Doragon bôru Z: Kono yo de ichiban tsuyoi yatsu),Action|Adventure|Animation|Sci-Fi|Thriller,1990
Brave,Action|Adventure|Animation|Children,2012
Beauty and the Beast: The Enchanted Christmas,Animation|Children|Fantasy|Musical,1997
Front of the Class,Drama,2008
Dragon Ball Z the Movie: The Tree of Might (Doragon bôru Z 3: Chikyû marugoto chô kessen),Action|Adventure|Animation|Sci-Fi,1990
Pocahontas II: Journey to a New World,Adventure|Animation|Children,1998
What to Expect When You're Expecting,Comedy|Drama|Romance,2012
To Rome with Love,Comedy,2012
Abraham Lincoln: Vampire Hunter,Action|Fantasy|Horror|Thriller,2012
First Position,Documentary,2011
Rock of Ages,Comedy|Drama|Musical|IMAX,2012
Seeking a Friend for the End of the World,Comedy|Drama|Romance,2012
Presto,Animation|Children|Comedy|Fantasy,2008
Jack-Jack Attack,Adventure|Animation|Children|Comedy,2005
One Man Band,Animation|Comedy|Musical,2005
Ted,Comedy|Fantasy,2012
Magic Mike,Drama|Romance,2012
Dragon Ball Z: The Return of Cooler (Doragon bôru Z 6: Gekitotsu! Hyakuoku pawâ no senshi),Action|Adventure|Animation,1992
Dragon Ball Z: Cooler's Revenge (Doragon bôru Z 5: Tobikkiri no saikyô tai saikyô),Action|Adventure|Animation,1991
Dragon Ball Z: Super Android 13! (Doragon bôru Z 7: Kyokugen batoru!! San dai sûpâ saiyajin),Action|Adventure|Animation,1992
Dragon Ball Z: Broly - The Legendary Super Saiyan (Doragon bôru Z 8: Moetsukiro!! Nessen retsusen-chô gekisen),Action|Adventure|Animation,1993
Cleanskin,Crime|Drama|Thriller,2012
"Amazing Spider-Man, The",Action|Adventure|Sci-Fi|IMAX,2012
Dragon Ball Z: Bojack Unbound (Doragon bôru Z 9: Ginga girigiri!! Butchigiri no sugoi yatsu),Action|Adventure|Animation|Fantasy,1993
Ice Age 4: Continental Drift,Adventure|Animation|Comedy,2012
Beasts of the Southern Wild,Drama|Fantasy,2012
Savages,Crime|Drama|Thriller,2012
Spirit Camp,Horror,2009
Geri's Game,Animation|Children,1997
Some Guy Who Kills People,Comedy|Thriller,2011
"Watch, The",Comedy|Sci-Fi,2012
"Adventures of Mary-Kate and Ashley, The: The Case of the Christmas Caper",Children|Musical|Mystery,1995
2 Days in New York,Comedy,2012
Killer Joe,Crime|Thriller,2011
Dragon Ball Z: Broly Second Coming (Doragon bôru Z 10: Kiken na futari! Sûpâ senshi wa nemurenai),Action|Adventure|Animation,1994
Dragon Ball Z: Bio-Broly (Doragon bôru Z 11: Sûpâ senshi gekiha! Katsu no wa ore da),Action|Adventure|Animation,1994
Anaconda: The Offspring,Action|Horror|Sci-Fi|Thriller,2008
Goodbye Charlie,Comedy|Fantasy|Romance,1964
For the Birds,Animation|Children|Comedy,2000
Ruby Sparks,Comedy|Fantasy|Romance,2012
"Angels' Share, The",Comedy|Drama,2012
"Immature, The (Immaturi)",Comedy,2011
Dragon Ball Z: Bardock - The Father of Goku (Doragon bôru Z: Tatta hitori no saishuu kessen - Furiiza ni itonda Z senshi Kakarotto no chichi),Action|Adventure|Animation,1990
Dragon Ball Z: The History of Trunks (Doragon bôru Z: Zetsubô e no hankô!! Nokosareta chô senshi - Gohan to Torankusu),Action|Adventure|Animation,1993
Dragon Ball GT: A Hero's Legacy (Doragon bôru GT: Gokû gaiden! Yûki no akashi wa sû-shin-chû),Action|Adventure|Animation,1997
Sidewalls (Medianeras),Drama,2011
Skyfall,Action|Adventure|Thriller|IMAX,2012
Hands Over the City (Le mani sulla città),Drama,1963
"Campaign, The",Comedy,2012
Brake,Crime|Thriller,2012
"Queen of Versailles, The",Documentary,2012
ParaNorman,Adventure|Animation|Comedy,2012
Diary of a Wimpy Kid: Dog Days,Children|Comedy,2012
Broken,Drama,2012
6 Days to Air: The Making of South Park,Documentary,2011
Premium Rush,Action|Thriller,2012
"Odd Life of Timothy Green, The",Comedy|Drama|Fantasy,2012
Lawless,Crime|Drama,2012
Piranha 3DD (a.k.a. Piranha DD),Comedy|Horror,2012
Prime Suspect 3,Crime|Drama|Mystery,1993
Searching for Sugar Man,Documentary,2012
Prime Suspect 6: The Last Witness,Drama|Thriller,2003
Prime Suspect: The Lost Child,Drama|Mystery,1995
Conception,Comedy|Romance,2011
Paradise Lost 3: Purgatory,Documentary,2011
"Words, The",Drama|Romance,2012
Pitch Perfect,Comedy|Musical,2012
Samsara,Documentary,2011
Runaway Brain,Animation|Comedy|Sci-Fi,1995
Looper,Action|Crime|Sci-Fi,2012
That's My Boy,Comedy,2012
Robot & Frank,Comedy|Drama|Sci-Fi,2012
Resident Evil: Retribution,Action|Horror|Sci-Fi|IMAX,2012
Lola Versus,Comedy|Romance,2012
"Master, The",Drama,2012
Dredd,Action|Sci-Fi,2012
End of Watch,Crime|Drama|Thriller,2012
V/H/S,Horror|Thriller,2012
"Perks of Being a Wallflower, The",Drama|Romance,2012
"Hunt, The (Jagten)",Drama,2012
Holy Motors,Drama|Fantasy|Musical|Mystery|Sci-Fi,2012
Taken 2,Action|Crime|Drama|Thriller,2012
House at the End of the Street,Horror|Thriller,2012
My Left Eye Sees Ghosts (Ngo joh aan gin diy gwai),Comedy|Fantasy|Romance,2002
Love Lasts Three Years (L'amour dure trois ans),Comedy|Drama|Romance,2011
"Tall Man, The",Crime|Drama|Mystery,2012
LOL,Comedy|Drama|Romance,2012
Rust and Bone (De rouille et d'os),Drama|Romance,2012
Marley,Documentary,2012
Frankenweenie,Animation|Comedy|Horror|IMAX,2012
Sinister,Horror|Thriller,2012
"Thing: Terror Takes Shape, The",Documentary,1998
Hotel Transylvania,Animation|Children|Comedy,2012
Side by Side,Documentary,2012
Take Aim at the Police Van (Sono gosôsha wo nerae: 'Jûsangô taihisen' yori),Action|Crime|Mystery,1960
Argo,Drama|Thriller,2012
Seven Psychopaths,Comedy|Crime,2012
Liberal Arts,Comedy|Drama,2012
Catch .44,Action|Drama|Thriller,2011
[REC]³ 3 Génesis,Horror|Thriller,2012
Asterix & Obelix: God Save Britannia (Astérix et Obélix: Au service de Sa Majesté),Adventure|Comedy,2012
Paranormal Activity 4,Horror|IMAX,2012
Alex Cross,Action|Crime|Mystery|Thriller,2012
Cloud Atlas,Drama|Sci-Fi|IMAX,2012
'Hellboy': The Seeds of Creation,Action|Adventure|Comedy|Documentary|Fantasy,2004
Silent Hill: Revelation 3D,Horror|Mystery|Thriller,2012
Here Comes the Boom,Action|Comedy,2012
Mental,Comedy|Drama,2012
Killing Them Softly,Crime|Drama|Thriller,2012
"Imposter, The",Documentary,2012
"Sessions, The (Surrogate, The)",Drama,2012
Smashed,Comedy|Drama,2012
Wreck-It Ralph,Animation|Comedy,2012
Silver Linings Playbook,Comedy|Drama,2012
Flight,Drama,2012
Life of Pi,Adventure|Drama|IMAX,2012
"Man with the Iron Fists, The",Action|Adventure|Crime,2012
"Bay, The",Horror|Sci-Fi|Thriller,2012
Himizu,Children|Crime|Drama,2011
Jackass 3.5,Comedy|Documentary,2011
Indie Game: The Movie,Documentary,2012
"Batman: The Dark Knight Returns, Part 1",Action|Animation|Sci-Fi,2012
Lincoln,Drama|War,2012
Nature Calls,Comedy,2012
Vamps,Comedy|Horror|Romance,2012
"Twilight Saga: Breaking Dawn - Part 2, The",Adventure|Drama|Fantasy|Romance|IMAX,2012
10 Years,Comedy|Drama|Romance,2011
Rise of the Guardians,Adventure|Animation|Children|Fantasy|IMAX,2012
"Fantastic Fear of Everything, A",Comedy,2012
Deadfall,Crime|Drama|Thriller,2012
Byzantium,Drama|Fantasy|Thriller,2012
Paperman,Animation|Comedy|Romance,2012
"Fearless Hyena, The (Xiao quan guai zhao)",Action|Comedy,1979
Half a Loaf of Kung Fu (Dian zhi gong fu gan chian chan),Action|Comedy,1980
Hitchcock,Drama,2012
From Up on Poppy Hill (Kokuriko-zaka kara),Animation|Drama|Romance,2011
Redline,Action|Animation|Sci-Fi,2009
Winners and Sinners (Qi mou miao ji: Wu fu xing),Action|Comedy|Crime,1983
My Lucky Stars (Fuk sing go jiu),Action|Comedy,1985
"Money Money Money (L'aventure, c'est l'aventure)",Adventure|Comedy,1972
"Liar's Autobiography: The Untrue Story of Monty Python's Graham Chapman, A",Animation|Comedy,2012
"Hobbit: An Unexpected Journey, The",Adventure|Fantasy|IMAX,2012
Hyde Park on Hudson,Comedy|Drama,2012
How to Make Love to a Woman,Comedy|Romance,2010
Zero Dark Thirty,Action|Drama|Thriller,2012
Fire with Fire,Action|Crime|Drama,2012
Warm Bodies,Comedy|Horror|Romance,2013
Wrong,Comedy|Drama,2012
Playing for Keeps,Comedy|Romance,2012
"Guilt Trip, The",Comedy,2012
Jack Reacher,Action|Crime|Thriller,2012
Django Unchained,Action|Drama|Western,2012
This Is 40,Drama,2012
I Bought a Vampire Motorcycle,Comedy|Horror,1990
Ice Cream Man,Comedy|Horror,1995
"Impossible, The (Imposible, Lo)",Drama|Thriller,2012
Campfire Tales,Horror,1997
Parental Guidance,Comedy,2012
John Dies at the End,Comedy|Fantasy|Horror,2012
Promised Land,Drama,2012
English Vinglish,Comedy|Drama,2012
Fish Story (Fisshu sutôrî),Comedy,2009
Texas Chainsaw 3D,Horror|Mystery|Thriller,2013
Gangster Squad,Action|Crime|Drama,2013
"Iceman, The",Crime|Drama|Thriller,2012
It's Such a Beautiful Day,Animation|Comedy|Drama|Fantasy|Sci-Fi,2012
"Batman: The Dark Knight Returns, Part 2",Action|Animation,2013
Everything or Nothing: The Untold Story of 007,Documentary,2012
Codependent Lesbian Space Alien Seeks Same,Comedy|Romance|Sci-Fi,2011
"Last Stand, The",Action|Crime|Thriller,2013
Upstream Color,Romance|Sci-Fi|Thriller,2013
Shadow Dancer,Crime|Drama|Thriller,2012
Human Planet,Documentary,2011
Comme un chef,Comedy,2012
Movie 43,Comedy,2013
"Pervert's Guide to Ideology, The",Documentary,2012
Sightseers,Comedy,2012
Hansel & Gretel: Witch Hunters,Action|Fantasy|Horror|IMAX,2013
Jim Jefferies: Fully Functional (EPIX),Comedy,2012
Why Stop Now,Comedy|Drama,2012
Tabu,Drama|Romance,2012
Upside Down,Drama|Romance|Sci-Fi,2012
"Liability, The",Action|Thriller,2012
Angst,Drama|Horror,1983
Stand Up Guys,Comedy|Crime,2012
Side Effects,Crime|Drama|Mystery|Thriller,2013
Identity Thief,Comedy|Crime,2013
"ABCs of Death, The",Horror,2012
"Good Day to Die Hard, A",Action|Crime|Thriller|IMAX,2013
21 and Over,Comedy,2013
Safe Haven,Drama|Mystery|Romance,2013
Frozen Planet,Documentary,2011
"Act of Killing, The",Documentary,2012
Universal Soldier: Day of Reckoning,Action|Sci-Fi|Thriller,2012
Escape from Planet Earth,Adventure|Animation|Comedy|Sci-Fi,2013
Before Midnight,Drama|Romance,2013
Snitch,Action|Drama|Thriller,2013
Dark Skies,Horror|Sci-Fi|Thriller,2013
Oh Boy (A Coffee in Berlin),Comedy|Drama,2012
Journey to the West: Conquering the Demons (Daai wa sai you chi Chui mo chun kei),Adventure|Comedy|Fantasy|Romance|IMAX,2013
Maniac Cop 2,Action|Horror|Thriller,1990
Jack the Giant Slayer,Adventure|Fantasy|IMAX,2013
Wadjda,Drama,2012
"Unintentional Kidnapping of Mrs. Elfriede Ott, The (Die Unabsichtliche Entführung der Frau Elfriede Ott)",Comedy,2010
G.I. Joe: Retaliation,Action|Adventure|Sci-Fi|Thriller|IMAX,2013
Stoker,Drama|Mystery|Thriller,2013
Oz the Great and Powerful,Action|Adventure|Fantasy|IMAX,2013
"Croods, The",Adventure|Animation|Comedy,2013
"Incredible Burt Wonderstone, The",Comedy,2013
"Call, The",Drama|Thriller,2013
Olympus Has Fallen,Action|Thriller,2013
"First Time, The",Comedy|Drama|Romance,2012
Mezzo Forte,Action|Animation|Comedy,1998
"Place Beyond the Pines, The",Crime|Drama,2012
"Brass Teapot, The",Comedy|Fantasy|Thriller,2012
Phil Spector,Drama,2013
"Host, The",Action|Adventure|Romance,2013
Admission,Comedy|Romance,2013
Evil Dead,Horror,2013
Trance,Crime|Thriller,2013
"Perfect Plan, A (Plan parfait, Un)",Adventure|Comedy|Romance,2012
Oblivion,Action|Adventure|Sci-Fi|IMAX,2013
Dark Tide,Adventure|Drama|Thriller,2012
42,Drama,2013
Wolf Children (Okami kodomo no ame to yuki),Animation|Fantasy,2012
Disconnect,Drama|Thriller,2012
"Invincible Iron Man, The",Animation,2007
Yongary: Monster from the Deep,Children|Horror|Sci-Fi,1967
Pain & Gain,Action|Comedy|Crime,2013
Hulk Vs.,Animation,2009
Resolution,Horror|Thriller,2012
Grabbers,Comedy|Horror|Sci-Fi,2012
Justice League: Doom,Action|Animation|Fantasy,2012
"Grandmaster, The (Yi dai zong shi)",Action|Drama|IMAX,2013
This Is the End,Action|Comedy,2013
Iron Man 3,Action|Sci-Fi|Thriller|IMAX,2013
"English Teacher, The",Comedy|Drama,2013
Mud,Adventure|Crime|Drama,2012
Bill Hicks: Revelations,Comedy,1993
Pawn,Crime|Thriller,2013
Shaolin Temple (Shao Lin si),Action|Adventure|Drama,1976
Syrup,Comedy|Drama,2013
Star Trek Into Darkness,Action|Adventure|Sci-Fi|IMAX,2013
"Internship, The",Comedy,2013
Darkon,Documentary|Fantasy,2006
Mimino,Comedy,1977
Ivan Vasilievich: Back to the Future (Ivan Vasilievich menyaet professiyu),Adventure|Comedy,1973
Only God Forgives,Drama|Thriller,2013
"Hangover Part III, The",Comedy,2013
"Fast & Furious 6 (Fast and the Furious 6, The)",Action|Crime|Thriller|IMAX,2013
Epic,Adventure|Animation|Fantasy,2013
Tie Xi Qu: West of the Tracks (Tiexi qu),Documentary,2003
"Rink, The",Comedy,1916
Captain America II: Death Too Soon,Action|Crime,1979
Down Terrace,Comedy|Crime|Drama,2009
Frances Ha,Comedy|Drama,2012
"Lords of Salem, The",Horror|Thriller,2012
Behind the Candelabra,Drama,2013
As I Was Moving Ahead Occasionally I Saw Brief Glimpses of Beauty,Documentary,2000
With Great Power: The Stan Lee Story,Documentary,2012
After Earth,Action|Adventure|Sci-Fi|IMAX,2013
Now You See Me,Crime|Mystery|Thriller,2013
Inhuman Resources (Redd Inc.),Horror|Thriller,2012
"Way, Way Back, The",Comedy|Drama,2013
Man of Steel,Action|Adventure|Fantasy|Sci-Fi|IMAX,2013
"Kings of Summer, The",Comedy,2013
"Purge, The",Crime|Horror|Thriller,2013
Rapture-Palooza,Comedy|Fantasy,2013
20 Feet from Stardom (Twenty Feet from Stardom),Documentary,2013
"Bling Ring, The",Crime|Drama,2013
Monsters University,Adventure|Animation|Comedy,2013
Schlussmacher,Comedy,2013
Fullmetal Alchemist: The Sacred Star of Milos,Action|Adventure|Animation,2011
Maniac,Horror|Thriller,2012
Not Suitable for Children,Comedy|Romance,2012
Pacific Rim,Action|Adventure|Sci-Fi|IMAX,2013
LEGO Batman: The Movie - DC Heroes Unite,Action|Adventure|Animation,2013
"Best Offer, The (Migliore offerta, La)",Thriller,2013
Adam and Eve (National Lampoon's Adam & Eve),Comedy|Drama|Romance,2005
World War Z,Action|Drama|Horror|IMAX,2013
Elysium,Action|Drama|Sci-Fi|IMAX,2013
Despicable Me 2,Animation|Children|Comedy|IMAX,2013
White House Down,Action|Drama|Thriller|IMAX,2013
"World's End, The",Action|Comedy|Sci-Fi,2013
Redemption (Hummingbird),Action|Crime|Thriller,2013
"Heat, The",Action|Comedy|Crime,2013
"Lone Ranger, The",Action|Adventure|Western|IMAX,2013
Passion,Crime|Drama|Mystery|Thriller,2012
V/H/S/2,Horror|Thriller,2013
"Knot, The",Comedy|Romance,2012
The Spectacular Now,Comedy|Drama|Romance,2013
"Lifeguard, The",Comedy|Drama,2013
Sharknado,Sci-Fi,2013
Craig Ferguson: I'm Here To Help,Comedy|Documentary,2013
Stuck in Love,Comedy|Drama|Romance,2012
Class Act,Comedy,1992
Fruitvale Station,Drama,2013
R.I.P.D.,Action|Comedy|Fantasy,2013
"Field in England, A",Drama|Fantasy|Thriller|War,2013
"Conjuring, The",Horror|Thriller,2013
Turbo,Adventure|Animation|Children|Comedy|Fantasy,2013
"Wolverine, The",Action|Adventure|Fantasy|Sci-Fi,2013
Drinking Buddies,Comedy|Drama|Romance,2013
Red 2,Action|Comedy|Crime|Thriller,2013
Coffee Town,Comedy,2013
Revenge for Jolly!,Comedy|Drama,2012
2 Guns,Action|Comedy|Crime,2013
Blue Jasmine,Drama,2013
"Great Beauty, The (Grande Bellezza, La)",Comedy|Drama,2013
3 dev adam (Three Giant Men),Action|Adventure|Sci-Fi,1973
Louis C.K.: Oh My God,Comedy,2013
Percy Jackson: Sea of Monsters,Adventure|Children|Fantasy,2013
"Smurfs 2, The",Animation|Children|Comedy,2013
Alan Partridge: Alpha Papa,Comedy,2013
Man of Tai Chi,Action|IMAX,2013
Batman: Mystery of the Batwoman,Action|Animation|Children|Crime,2003
We're the Millers,Comedy|Crime,2013
Grown Ups 2,Comedy,2013
Kick-Ass 2,Action|Comedy|Crime,2013
Riddick,Action|Sci-Fi|Thriller|IMAX,2013
Planes,Adventure|Animation|Comedy,2013
Blackfish,Documentary,2013
"Wind Rises, The (Kaze tachinu)",Animation|Drama|Romance,2013
Jobs,Drama,2013
Lee Daniels' The Butler,Drama,2013
In a World...,Comedy,2013
About Time,Drama|Fantasy|Romance,2013
Justice League: Crisis on Two Earths,Action|Animation|Sci-Fi,2010
You're Next,Horror|Thriller,2011
Maria Bamford: The Special Special Special!,Comedy,2012
Getaway,Action|Crime,2013
"Mystery of the Third Planet, The (Tayna tretey planety)",Adventure|Animation|Sci-Fi,1981
Rage of Honor,Action|Crime,1987
Gravity,Action|Sci-Fi|IMAX,2013
What If,Comedy|Drama|Romance,2013
"History of Future Folk, The",Adventure|Comedy|Musical|Sci-Fi,2012
Prisoners,Drama|Mystery|Thriller,2013
Austenland,Comedy|Romance,2013
Insidious: Chapter 2,Horror|Thriller,2013
"Family, The",Action|Comedy|Crime,2013
Short Term 12,Drama,2013
Collision Course,Action|Comedy|Thriller,1989
"To Do List, The",Comedy,2013
Inescapable,Action|Drama|War,2012
Nebraska,Adventure|Drama,2013
Enough Said,Comedy|Drama|Romance,2013
Don Jon,Comedy|Drama|Romance,2013
Mood Indigo (L'écume des jours),Drama|Fantasy,2013
"Century of the Self, The",Documentary,2002
Crystal Fairy & the Magical Cactus and 2012,Adventure|Comedy,2013
Bad Milo (Bad Milo!),Comedy|Horror,2013
Runner Runner,Crime|Drama|Thriller,2013
Blue Is the Warmest Color (La vie d'Adèle),Drama|Romance,2013
Cloudy with a Chance of Meatballs 2,Animation|Children|Comedy|Fantasy,2013
Captain Phillips,Adventure|Drama|Thriller|IMAX,2013
"All Dogs Christmas Carol, An",Animation|Children|Comedy|Musical,1998
Machete Kills (Machete 2),Action|Crime|Thriller,2013
Filth,Comedy|Crime|Drama,2013
Escape Plan,Action|Mystery|Thriller,2013
"Thief of Paris, The (Le voleur)",Comedy|Crime|Drama,1967
UnHung Hero,Documentary,2013
"Counselor, The",Crime|Drama|Thriller,2013
Escape From Tomorrow,Drama|Fantasy|Horror,2013
12 Years a Slave,Drama,2013
All Is Lost,Action|Adventure|Drama,2013
Ender's Game,Action|Adventure|Sci-Fi|IMAX,2013
Jackass Presents: Bad Grandpa,Comedy,2013
Thor: The Dark World,Action|Adventure|Fantasy|IMAX,2013
Dallas Buyers Club,Drama,2013
"Selfish Giant, The",Drama,2013
Last Vegas,Comedy|Drama|Romance,2013
Philomena,Comedy|Drama,2013
"Book Thief, The",Children|Drama|War,2013
The Hunger Games: Catching Fire,Action|Adventure|Sci-Fi|IMAX,2013
"Hobbit: The Desolation of Smaug, The",Adventure|Fantasy|IMAX,2013
47 Ronin,Action|Adventure|Fantasy,2013
Delivery Man,Comedy,2013
Charlie Countryman,Action|Comedy|Romance,2013
Red Flag,Comedy|Drama|Romance,2012
"Day of the Doctor, The",Adventure|Drama|Sci-Fi,2013
Guilty of Romance (Koi no tsumi),Crime|Drama|Horror,2011
Inside Llewyn Davis,Drama,2013
"Wolf of Wall Street, The",Comedy|Crime|Drama,2013
Homefront,Action|Crime|Thriller,2013
Mandela: Long Walk to Freedom,Drama,2013
Evangelion: 3.0 You Can (Not) Redo,Action|Animation|Drama,2012
All is Bright,Comedy|Drama,2013
Tim's Vermeer,Documentary,2013
American Hustle,Crime|Drama,2013
Her,Drama|Romance|Sci-Fi,2013
RoboGeisha (Robo-geisha),Action|Comedy|Sci-Fi,2009
Lone Survivor,Action|Drama|Thriller|War,2013
Saving Mr. Banks,Comedy|Drama,2013
Zatoichi and the Chest of Gold (Zatôichi senryô-kubi) (Zatôichi 6),Action|Drama,1964
Oldboy,Action|Drama|Mystery,2013
Dampfnudelblues,Comedy|Crime,2013
Anchorman 2: The Legend Continues,Comedy,2013
Snowpiercer,Action|Drama|Sci-Fi,2013
Only Old Men Are Going to Battle (V boy idut odni stariki),Comedy|Drama|War,1973
Guest from the Future (Gostya iz buduschego),Adventure|Drama|Sci-Fi,1985
"Kidnapping, Caucasian Style (Kavkazskaya plennitsa)",Comedy|Romance,1967
Haunter,Horror|Mystery|Thriller,2013
Wrong Cops,Comedy|Crime,2013
"Muppet Christmas: Letters to Santa, A",Children|Comedy,2008
Ninja: Shadow of a Tear,Action|Crime|Thriller,2013
"Fuck You, Goethe (Fack Ju Göhte)",Comedy,2013
High School,Comedy,2010
Grudge Match,Comedy,2013
Highlander: The Search for Vengeance,Action|Adventure|Fantasy,2007
Only Lovers Left Alive,Drama|Horror|Romance,2013
Cats,Musical,1998
MacGyver: Trail to Doomsday,Action|Adventure,1994
Bad Karma,Thriller,2012
Hunting Elephants,Comedy|Crime,2013
Dragon Ball Z: Battle of Gods,Action|Animation|Fantasy|IMAX,2013
Freezer,Action|Thriller,2014
We Are What We Are,Drama|Horror|Mystery|Thriller,2013
Dragon ball Z 04: Lord Slug,Animation|Children,1991
Chinese Puzzle (Casse-tête chinois),Comedy|Romance,2013
Dragon Ball: The Path to Power (Doragon bôru: Saikyô e no michi),Action|Adventure|Animation|Children,1996
Ride Along,Action|Comedy,2014
Jack Ryan: Shadow Recruit,Action|Drama|Thriller|IMAX,2014
Divergent,Adventure|Romance|Sci-Fi|IMAX,2014
